10000 20000
363 1714 23281470 
364 5208 68646560 
364 9314 91823711 
364 2396 40308271 
364 9653 88375240 
364 1188 10695260 
364 5009 85438154 
365 4559 853382 
365 5690 65782205 
365 3806 53982260 
365 2538 50105331 
365 8806 9979693 
366 5670 89393600 
366 4173 24956369 
367 2066 90878126 
367 5650 35588196 
367 6892 79777709 
367 4959 6397341 
368 8071 87539847 
368 1557 23839535 
368 2406 56343238 
368 1166 61807201 
368 9959 52051795 
368 1205 60188198 
369 3731 2929026 
369 4606 77013071 
369 6694 35481588 
369 7003 12758472 
370 7242 68510732 
370 5915 15708186 
370 2428 28866305 
370 8645 96571149 
370 992 26577580 
370 4914 40421985 
370 2686 94306637 
370 6019 89158526 
371 2947 75203500 
371 4886 38507187 
371 5290 53437272 
371 9448 13142742 
372 3391 14861081 
372 1631 72794984 
372 2572 1299455 
372 8679 32316041 
372 3468 80452024 
373 1915 88001 
373 9055 25100762 
373 7161 19755757 
373 9609 46750920 
373 3375 83686062 
373 7773 22325637 
374 5415 37097896 
374 3072 38866753 
374 929 51825514 
375 7530 95421344 
375 8380 37866782 
375 3219 64062468 
375 8299 13203031 
375 8371 35479216 
375 8522 56674385 
376 4265 27924103 
376 756 46517737 
376 6652 41416671 
376 6130 56128307 
378 5835 49115768 
378 6502 89595885 
378 7669 50573228 
378 702 65438353 
378 5848 33948508 
379 1262 19012489 
379 9372 56260612 
379 1003 79663833 
379 5656 15460672 
379 3014 97477448 
379 6910 50312713 
379 8549 36805891 
379 9550 23831523 
379 1050 54323925 
379 4429 59951521 
380 6502 18407994 
380 9090 10668103 
381 6676 43689579 
381 6628 46281601 
382 4907 86508671 
382 865 32180495 
382 2573 28851274 
382 6423 32654653 
382 6663 48880649 
383 1720 84012617 
383 3340 33056185 
383 1735 59717360 
384 6112 50388087 
384 4039 97694239 
384 9331 11993495 
384 6860 41747356 
384 7330 38309232 
385 1757 49012705 
385 6375 32041897 
385 7454 96988873 
385 3822 65595178 
386 8719 54615112 
386 6681 37936469 
386 4977 9815945 
386 7249 94847060 
386 2240 50045893 
387 5184 91924024 
387 6152 77969137 
387 804 88931721 
388 2779 59503941 
388 8830 18584958 
388 1951 22891695 
388 3326 68820626 
389 8773 97424617 
389 1714 82841068 
389 9912 90477679 
390 4387 17051472 
390 3911 2647812 
391 6186 25431197 
391 2449 26757307 
392 4902 72774129 
392 1639 26172363 
392 758 85684832 
393 8694 47039337 
393 5468 30655759 
393 2204 78165167 
393 4011 35098772 
394 5424 36742435 
394 9737 94337213 
394 7405 93100589 
395 2500 48966208 
395 1341 73232703 
395 3014 75492146 
396 4886 82535899 
397 7501 4714959 
397 7339 56339141 
397 9318 27518404 
397 9699 89569995 
397 2945 71268023 
397 1569 50451459 
398 7137 93625334 
398 6224 30936665 
398 684 63224631 
398 4898 39815007 
399 4335 52316414 
399 8756 63279442 
399 697 17582595 
400 4997 56473016 
400 4542 35149277 
400 2718 17283801 
400 9437 37657939 
400 6150 70493596 
400 5819 87826942 
401 8777 75863363 
402 5274 19528150 
403 2921 23115982 
403 6465 73990053 
403 7020 99037310 
404 2289 62648708 
405 7691 75938845 
405 7030 37139695 
405 2777 25143969 
405 936 77540297 
405 3721 32611778 
406 1535 2915570 
406 9985 38552833 
406 8874 70633867 
406 8951 3097285 
406 9692 41423727 
407 4743 85490962 
407 4905 81013371 
407 8417 77911583 
408 9650 10320620 
408 8397 18404075 
408 9729 60581960 
408 8717 37672832 
408 4247 70756697 
408 5023 10833415 
408 1189 26005880 
409 8280 2300404 
409 6558 71047599 
409 9114 294158 
409 774 45249010 
410 4701 46481090 
410 9948 34653660 
410 5003 20011901 
410 5856 58317575 
411 2056 26926083 
411 7513 94315990 
412 2504 35115855 
412 887 29505239 
412 413 85093514 
412 3027 94622841 
412 9309 82257350 
413 7976 38737323 
413 5400 82423595 
414 5011 75913263 
415 8822 1496586 
415 2832 28415148 
416 6127 13087450 
416 4888 17214737 
416 5033 65634649 
416 2967 23328244 
416 2892 68948667 
416 3829 47034260 
417 3233 8452217 
417 1906 65293001 
417 6646 17993432 
418 4556 3833165 
418 5321 24907730 
419 7908 28896157 
420 724 61168465 
420 3687 8971914 
420 8265 94254361 
420 6127 1340724 
420 6277 75965703 
420 9814 15819443 
421 3245 81778915 
421 8757 28901428 
421 462 71996203 
421 2413 86904023 
421 1188 39849145 
422 3292 28011063 
422 8536 93045094 
422 8721 56776835 
422 6994 36596220 
423 7713 40577010 
423 4660 42557419 
423 1078 45198339 
423 7196 51639046 
423 2529 50794469 
423 1878 53554775 
423 1495 12567603 
423 6736 57910221 
424 3098 48174637 
424 7139 41850637 
424 4611 71267289 
425 7153 33486769 
425 1010 44142967 
426 5739 86031664 
426 8569 48051426 
426 3408 3184069 
427 886 9729153 
427 4024 38704055 
427 2870 57070298 
427 6920 15358977 
428 6464 67687055 
428 5989 48071350 
428 7748 55120243 
428 8619 13402709 
428 5586 55128934 
430 5448 98033075 
430 1630 44448442 
430 8861 75145938 
431 5870 43716552 
431 2620 69326110 
432 3223 74767671 
432 3412 52455542 
432 9148 75181214 
432 867 81823287 
433 5133 99548625 
433 9564 78607615 
433 5680 98212543 
433 7395 83734678 
433 5775 83550628 
434 4150 55697642 
434 5370 50248234 
434 9181 2772675 
435 2960 77414527 
435 1056 93630047 
436 2419 65643576 
437 7215 77465186 
437 4350 43005471 
437 7029 25937082 
438 8175 66192097 
438 9506 29518241 
438 7423 55770433 
438 1818 31070944 
438 1366 88693569 
438 554 96125051 
439 1828 64277097 
439 9983 73527878 
440 2515 72893570 
440 8412 27163684 
440 4676 12395602 
441 4179 52407885 
441 1419 86347247 
441 3118 15665292 
441 8030 16780034 
442 9470 58604155 
442 1033 26111091 
442 9309 11007908 
442 5659 91239610 
442 7771 17991746 
443 4553 88585091 
443 4493 49116407 
443 6541 21079770 
443 6874 85435729 
444 1688 48620918 
444 5707 41835679 
444 4288 63048662 
444 820 74804529 
445 7130 26006903 
445 1885 68566312 
445 4691 96655573 
445 3216 19439588 
446 9990 18542731 
446 8546 44329212 
446 6560 74175219 
446 976 82950611 
447 7254 26857104 
447 3864 40459840 
447 4716 96821252 
447 5482 28003144 
447 922 74898941 
448 9396 76720582 
448 5685 84762857 
448 8881 75844275 
448 3094 69253142 
448 693 17955741 
448 9118 62909182 
449 5447 1687891 
449 7609 51823558 
449 5431 14294060 
449 8130 39481087 
449 2872 18242867 
449 5205 62638724 
449 6908 1349563 
450 1768 68532077 
450 2200 39250797 
451 3637 86499786 
451 7188 80590475 
452 9793 45684904 
452 3313 43271136 
452 767 6521853 
453 7289 73229217 
453 2480 64965746 
453 9439 53870740 
454 4127 62208892 
454 2817 63605109 
455 462 6296664 
455 5851 69524121 
456 2193 83356260 
456 4748 63460760 
457 9160 77987868 
458 1877 70882139 
458 1816 58964663 
459 2394 9582441 
459 3720 3154071 
459 836 29135758 
460 5363 16569877 
461 8769 10260729 
461 6791 84473332 
461 1694 78819158 
461 9805 97696154 
462 6562 74414035 
462 9740 84172695 
462 2717 68179238 
463 9119 91962043 
463 3042 30255806 
464 3422 53557028 
464 9442 89504171 
464 516 61407820 
465 5135 53293141 
465 3406 56615896 
465 2592 90815740 
465 8058 10332360 
465 4037 38318493 
466 7952 20864626 
466 8920 58849921 
466 6628 36072461 
466 4723 81171954 
466 1256 2271683 
466 8517 86630615 
466 8458 71479369 
466 2314 37944682 
467 3830 331376 
467 9670 26310018 
467 7769 78165138 
467 7073 76997712 
467 2579 21479520 
467 7283 80798809 
467 7347 65812197 
467 5305 87412625 
468 2478 67346327 
469 4829 82622110 
469 4695 84577828 
469 6027 35297842 
469 2748 37771392 
469 9082 78005140 
469 6669 79186713 
470 530 35899673 
470 9785 71071410 
471 9938 5088209 
471 7580 4585043 
471 3725 20295153 
471 7472 46298648 
471 8650 85536558 
472 1011 43059610 
472 8797 50613497 
472 2314 27720206 
473 3213 11076342 
473 2703 64660001 
473 2619 2360323 
473 5551 24141195 
473 5267 58602894 
473 7365 96860520 
473 9379 50949238 
474 3626 84688384 
474 2084 81277127 
474 1464 40913156 
475 6440 24513859 
475 5138 56670024 
475 4186 88850460 
476 6927 23219049 
476 7290 31791513 
476 9867 96341096 
476 2054 48682927 
476 7298 62746686 
477 5470 69958060 
477 6438 77581197 
477 7557 89663402 
477 4454 83835341 
478 8629 33687673 
478 6319 91532247 
478 5969 22962498 
478 3392 68761832 
479 2666 66030643 
479 482 82774417 
480 5283 6652957 
480 7366 48538877 
480 6077 51461133 
480 2291 88910539 
480 2632 25950482 
481 7588 31260021 
481 9618 89369128 
481 9937 24102637 
481 1511 48801885 
481 1877 95727895 
481 2494 61460441 
482 9655 103943 
482 788 18481568 
482 8682 98139735 
482 6890 21848728 
482 9415 92895871 
483 5854 23628457 
483 8155 89427771 
483 9403 68225005 
484 4731 79943606 
484 8412 56391809 
484 627 10241290 
484 9433 2437594 
484 8386 77642820 
485 4888 27824758 
485 8522 14244305 
485 9498 45348186 
486 5894 23434439 
486 3187 73982841 
487 3089 80273447 
487 8380 1171970 
488 5546 98313981 
488 8992 47037207 
488 7469 57250313 
488 4997 97417574 
488 4545 35047868 
488 7078 19916661 
488 8530 3349019 
489 595 30095856 
489 4681 90106198 
489 2840 71550472 
489 2570 86975197 
489 6832 20025434 
490 7055 43255266 
490 8267 15113649 
490 2271 78248237 
491 8131 49298006 
491 8170 8883085 
491 4623 29814535 
492 1993 72000493 
492 6336 22108841 
492 1519 41886432 
492 3933 80932884 
492 8324 80137612 
492 9336 25079814 
492 9510 22848194 
493 7147 96497881 
493 2265 17418737 
493 5666 54218690 
493 1249 30962720 
494 1428 35452084 
494 8846 35715386 
494 4232 43464196 
494 6530 96759805 
494 1978 7668624 
495 6574 96377694 
495 1136 9292056 
495 7233 71621713 
495 6043 69986553 
496 8728 95991100 
496 5110 1076398 
496 2079 46957733 
496 2933 88208830 
496 5166 47385242 
496 6934 79992148 
497 3870 4641376 
497 7799 70269055 
497 7922 16627152 
497 928 85503363 
498 9607 93737297 
499 3753 64451853 
499 6855 3847526 
499 9310 46144091 
499 8893 95057518 
500 3146 16567340 
500 785 53009501 
500 1125 96908233 
501 1550 41195867 
501 7745 11938582 
501 6808 22105255 
502 3339 24922495 
502 4187 66782865 
502 5505 44885980 
502 7231 9171748 
502 8728 59602041 
503 4444 86293160 
504 3380 24752649 
504 5944 40375980 
504 9886 18919315 
504 4908 89917229 
504 4916 45611624 
504 4910 36171607 
504 4784 30464141 
505 6374 35815451 
505 9973 16979591 
505 3489 48115512 
505 6920 54106657 
505 6067 59718916 
505 4357 31177163 
506 2445 23624559 
506 885 54229136 
507 6558 37965150 
507 4710 90445451 
507 4122 26826826 
507 1112 57605384 
507 8408 98440481 
508 6588 66312097 
509 1689 98863406 
509 5351 1757800 
510 7560 77717756 
510 6165 71939126 
510 2436 31982022 
510 2341 10245886 
510 9935 88510282 
510 8265 93947583 
510 7830 51577025 
510 2638 96244301 
510 9140 59320619 
511 6662 92525676 
511 887 73827634 
511 7652 35836003 
512 4331 94071029 
512 5623 75686210 
513 614 85803235 
513 8620 99034621 
513 6578 94528756 
513 6581 66871061 
513 2678 82161063 
513 2287 28408161 
514 2234 39484443 
514 4833 74708935 
514 2153 52974441 
515 9278 98753019 
515 3939 75315269 
515 9721 92911498 
515 6446 82427881 
515 9136 24304418 
516 4457 81049496 
516 7035 51854771 
516 3120 50048095 
517 9378 15207474 
517 7484 67797429 
517 3934 86122708 
517 3526 54432008 
517 5415 38838492 
518 911 21103084 
518 3992 57727832 
519 2068 73794928 
519 1330 42016366 
519 5647 24376585 
519 5708 91844837 
519 5044 56766500 
520 4181 36610563 
520 9807 34697141 
520 4043 98803588 
520 1810 1654786 
521 8011 62020149 
521 4072 59159478 
521 6968 43781979 
521 2501 23894416 
521 6473 40898333 
522 1623 43266753 
522 1629 3015600 
522 4928 43314 
522 2273 69554838 
523 7124 89447767 
523 7995 31509067 
523 9662 48014933 
523 3432 46878210 
524 3360 27466576 
525 8412 30772090 
525 8325 67796684 
525 8614 27557400 
526 1325 89540457 
526 6069 74254892 
526 3710 6565731 
526 5023 47889802 
526 6150 58977387 
527 6682 42043562 
528 9663 78819330 
528 3901 74440950 
528 8825 75898275 
529 6231 41396112 
529 6037 41189298 
530 877 57676135 
530 1220 97991721 
530 4000 18320545 
530 5270 13776283 
530 8998 30430909 
530 2231 17232993 
530 4183 80163175 
530 6529 34476791 
530 4663 14882560 
531 6890 35897267 
531 1774 46626825 
531 2493 84385474 
532 5340 42520595 
532 767 89435191 
532 1624 22054721 
532 2599 67694976 
533 6183 66740601 
533 3029 94828979 
533 8001 37754968 
533 9468 44175926 
534 9546 19035495 
534 1786 51917751 
534 5798 41630633 
534 870 31249786 
535 8861 8571709 
535 2055 14633725 
535 2702 69868745 
535 693 32704442 
536 7012 88093946 
536 4982 8848867 
536 6282 21382769 
536 5260 64553122 
537 2943 37946563 
537 4807 50616566 
537 6588 69046944 
538 5221 727586 
538 9542 52714639 
538 8293 41179213 
539 5435 76859365 
539 1229 49847733 
539 7514 16442335 
539 4145 88311700 
539 4466 97620514 
540 2889 36525136 
540 5636 76678119 
540 4574 15686465 
540 7866 31837092 
540 6335 106974 
540 1203 44599096 
541 1684 62125630 
541 1200 85586961 
541 3398 34460724 
541 9338 92606150 
542 3742 78068636 
542 8673 45042661 
542 7769 21859686 
542 4889 47781184 
543 3766 27748574 
543 1373 63861682 
543 3451 92727024 
543 4979 97610069 
543 7025 86424241 
543 6053 54519921 
543 2301 70040724 
543 8518 76581022 
543 7452 514117 
544 7890 76785515 
544 5302 602170 
544 3164 11673222 
544 3454 5734202 
544 9155 2241650 
544 9523 22763036 
544 4406 63841003 
545 1048 57799799 
545 3108 51840804 
545 3710 59971243 
545 5346 66645189 
545 8484 37052866 
545 7459 13420280 
545 8438 67590775 
545 8905 68516959 
545 9203 58842023 
546 1534 51383006 
546 8956 52133949 
546 7111 49737111 
546 2368 12864507 
547 1791 3604810 
547 5640 55306217 
547 9971 87817544 
548 2061 32703632 
548 2735 62910442 
549 8893 57048594 
549 3840 20032229 
549 7016 84602279 
550 8657 35747477 
550 4515 28437039 
550 8404 26013535 
551 6263 86534676 
551 5779 66048634 
551 9159 99360895 
551 3668 2176500 
552 5268 8526243 
552 8458 62897491 
552 4369 40568702 
553 7741 13470098 
553 7656 88234022 
553 7625 7978234 
553 2910 68597662 
553 6865 38320300 
554 6561 3058000 
554 7312 68605075 
554 8132 67268044 
554 2057 36979670 
554 7342 10831931 
555 8492 16376822 
555 1025 94419812 
555 9037 25184359 
555 3815 90060665 
555 2447 5742888 
556 2253 19765649 
556 1236 26108322 
556 3298 74920618 
556 9025 74701037 
556 1678 76942160 
556 6597 69171995 
557 4930 13516869 
557 5350 6716319 
558 4194 68290759 
558 7410 15840016 
559 8660 86556800 
559 5442 39692615 
559 8334 34739258 
559 1783 13813864 
559 9028 95614739 
560 1801 78277915 
561 1739 35307444 
561 1628 11185188 
561 1897 30694058 
561 5895 77984106 
562 5291 59413127 
562 3516 56277598 
562 4695 87266871 
562 3896 43403900 
562 3806 76514843 
563 6537 97500159 
563 4489 83810240 
563 6313 58662799 
563 2399 39400503 
563 6302 84734413 
563 9549 12957708 
564 8158 13545159 
564 3468 38740303 
564 8597 60223787 
564 4437 46153366 
564 8560 34660794 
565 9860 88415837 
565 3861 47394407 
566 6724 72272409 
566 1317 50010289 
566 9869 43399897 
566 9271 7439330 
566 5382 24009434 
566 6292 59614699 
566 8952 76236174 
566 8455 80871717 
566 2768 11812583 
567 2183 74290621 
567 3357 28324641 
567 7447 62552533 
567 9284 47408289 
567 6597 68913042 
567 1657 68408315 
568 5459 58194389 
568 5263 78291974 
568 7447 97997976 
568 2650 74469860 
568 2516 29375211 
569 7655 16009315 
569 1616 30805259 
569 4244 40046332 
569 3171 87632040 
570 9568 44293079 
570 6017 10479028 
570 8975 64249484 
570 3588 52628214 
571 8434 77741275 
571 5259 40973769 
571 8533 81487259 
571 5380 86123854 
571 9810 8223722 
571 3155 74734317 
571 4394 65675909 
572 2969 46088036 
572 7432 23620470 
572 5249 50661750 
572 6874 31020369 
572 7407 37652255 
572 4941 37157176 
573 9841 69903886 
573 7706 30794720 
573 7301 41556639 
573 5101 5266097 
573 6971 37804160 
573 8157 69302743 
573 978 71549088 
573 9552 642533 
573 6628 47044551 
574 9892 8045336 
574 8611 11390766 
574 6364 75386049 
574 3982 86765302 
574 6397 10021329 
574 4049 53530247 
574 878 47980329 
575 4833 34050588 
575 7946 748952 
575 7841 3504716 
575 5618 20831713 
575 3774 96892243 
576 5452 62181434 
576 1623 9516412 
576 9297 88228850 
576 2616 43695045 
576 3253 30630295 
576 6344 42019452 
577 8815 69992464 
578 3797 43350854 
578 1988 76119265 
578 8464 72796851 
578 7677 7207382 
578 2351 60420802 
579 3030 73431337 
579 9208 48408372 
579 5396 89154414 
579 8281 15330458 
580 9225 73504454 
580 4593 70994409 
581 5717 18097443 
581 1844 11012532 
581 3067 48470313 
581 7129 32430790 
581 6313 44278252 
582 1797 26037673 
583 5073 67250247 
584 2089 82419637 
584 7147 24164349 
584 2202 64005690 
584 8322 66975984 
584 2401 62047761 
584 6313 43679455 
584 3456 14332674 
585 9569 32088605 
585 9832 87265565 
585 2429 96977916 
585 8106 10049856 
585 4675 87435288 
585 8760 55501036 
586 6193 55889698 
586 5137 18650108 
586 3677 69006352 
586 5110 30720010 
586 8144 19672681 
586 9206 85052619 
587 7551 11559456 
587 3336 66685946 
588 2931 61650080 
588 2016 91162371 
589 2603 14144091 
590 5252 22620379 
590 4248 31664559 
590 7788 76793688 
590 8683 25775407 
590 839 36218175 
590 5791 33041891 
591 8789 69281371 
591 9040 37132677 
591 6244 94035051 
591 3092 46823017 
592 5300 50008399 
592 2899 46951624 
592 2835 92355523 
592 6589 66311841 
592 3354 62178001 
592 602 38447893 
593 1735 45275420 
593 6734 5747625 
593 1338 60352784 
593 4113 91875850 
593 7819 39802997 
593 8115 39522236 
594 7705 38895285 
594 4344 91022704 
595 1538 78434242 
595 1468 43127820 
596 4940 81929530 
596 9185 38421208 
596 9893 30845005 
596 2907 1637488 
597 2420 45060495 
597 8829 17093626 
597 3210 51003919 
597 6789 78692245 
598 6173 41749795 
598 7451 47450464 
598 9934 79480622 
599 4440 55213463 
599 3036 78542597 
599 2129 94965935 
599 5337 99064733 
600 5979 81631175 
600 8665 8241236 
600 5030 38935800 
600 9021 16686169 
600 6565 68585850 
600 6311 50705715 
601 1115 30278793 
601 2806 7868946 
601 4928 8689991 
601 3825 88360446 
601 9458 88797106 
601 7848 1925723 
601 3045 42137321 
602 2123 86423161 
602 843 4440806 
602 3546 91005473 
602 929 84558012 
602 8224 94852428 
602 3725 86255448 
603 6326 59922043 
603 4181 89079988 
603 5479 950157 
603 3524 4889316 
603 686 68074147 
604 2381 38565586 
604 6495 18430269 
604 5727 18955683 
604 2641 87869854 
604 6700 86487488 
605 8176 49342099 
605 2593 72626408 
605 5312 70951614 
605 4138 34655037 
605 2501 41520941 
605 7589 30559663 
605 9289 99670419 
605 3596 33639946 
605 4297 55641666 
606 8697 95529338 
606 8991 44357415 
606 7291 14511138 
606 4181 13471870 
606 1323 16301429 
607 5926 78456130 
608 5054 576836 
608 3887 60603071 
608 6894 88968309 
608 8102 24327395 
608 3221 44018564 
608 1209 56369403 
608 4955 92854441 
609 9601 55893947 
609 8863 82280119 
610 9062 91751676 
610 6480 53775267 
611 8899 89141858 
611 2574 38170648 
611 5956 83848060 
611 9180 98473094 
612 5053 14795045 
612 3532 87913312 
612 4822 84311311 
612 8889 81395788 
613 2009 11813031 
613 5369 77261152 
614 1277 9901225 
615 8069 70382580 
615 5926 37307661 
615 5632 49823132 
616 8776 37242981 
